2타,3타,B4,HR,OPS,WAR,WOBA,WPA,WRC+,age,batter_name,g,position,team,year,year_born,고4,도루,도실,득점,루타,병살,사구,삼진,안타,장타,출루,타석,타수,타율,타점,희비,희타
1,0,1,0,0.748,0.01,0.355,,112.1,27,임재철,13,,삼성,,1976-04-08,0,1,2,0,4,1,1,3,3,0.364,0.385,13,11,0.273,1,0,0
2,0,6,0,0.419,-0.74,0.199,,5.1,28,임재철,51,CF,"한화,두산",2004,1976-04-08,0,0,1,13,20,2,1,24,18,0.194,0.225,115,103,0.175,5,1,4
0,0,5,0,0.377,-0.66,0.183,,-4.2,28,임재철,33,CF,한화,,1976-04-08,0,0,1,11,12,2,1,17,12,0.158,0.220,86,76,0.158,4,0,4
2,0,1,0,0.538,-0.08,0.246,,34.3,28,임재철,18,CF,두산,,1976-04-08,0,0,0,2,8,0,0,7,6,0.296,0.241,29,27,0.222,1,1,0
13,3,35,3,0.770,1.87,0.340,,105.1,29,임재철,109,RF,두산,2005,1976-04-08,0,10,3,41,132,5,4,51,104,0.393,0.377,401,336,0.310,30,4,22
7,4,24,0,0.639,1.18,0.299,,84.9,30,임재철,99,CF,두산,2006,1976-04-08,1,9,6,37,87,5,5,38,72,0.312,0.327,316,279,0.258,20,1,7
13,1,52,6,0.762,1.80,0.359,,105.8,33,임재철,121,RF,두산,2009,1976-04-08,0,11,5,61,134,14,12,63,101,0.373,0.389,426,359,0.281,50,1,2
5,2,31,3,0.884,1.61,0.406,,143.2,34,임재철,96,RF,두산,2010,1976-04-08,2,7,3,27,56,2,8,28,38,0.431,0.453,173,130,0.292,18,1,3
8,0,16,2,0.920,0.94,0.414,,154.2,35,임재철,36,RF,두산,2011,1976-04-08,0,0,2,20,41,4,1,16,27,0.488,0.431,105,84,0.321,10,1,3
4,2,8,2,0.628,0.13,0.289,,75.4,36,임재철,66,RF,두산,2012,1976-04-08,0,4,2,16,47,7,0,25,33,0.346,0.283,148,136,0.243,14,1,3
5,1,27,0,0.741,0.91,0.372,,120.7,37,임재철,70,RF,두산,2013,1976-04-08,0,2,0,19,36,4,4,18,29,0.321,0.420,143,112,0.259,10,0,0
1,0,5,0,0.563,-0.24,0.261,-0.85,37.1,38,임재철,53,CF,LG,2014,1976-04-08,0,0,0,13,17,1,1,16,16,0.258,0.306,76,66,0.242,3,0,4
2,0,7,1,0.517,-0.36,0.239,-0.49,26.8,39,임재철,38,LF,롯데,2015,1976-04-08,0,2,1,6,13,1,1,16,8,0.250,0.267,63,52,0.154,3,0,3
0,0,1,0,0.143,-0.07,0.105,,-59.3,23,임종혁,11,RF,롯데,2013,1990-04-07,0,2,0,4,0,0,0,2,0,0.000,0.143,7,6,0.000,0,0,0
0,0,5,0,0.639,0.02,0.330,-0.28,85.0,24,임종혁,21,CF,롯데,2014,1990-04-07,0,2,2,3,4,0,1,8,4,0.222,0.417,25,18,0.222,1,0,1
0,0,1,0,0.473,-0.04,0.238,,29.1,19,임훈,10,,SK,2004,1985-07-17,0,0,0,2,2,0,0,2,2,0.200,0.273,11,10,0.200,1,0,0
8,2,20,1,0.628,-0.25,0.283,,60.4,25,임훈,76,RF,SK,2010,1985-07-17,1,7,5,22,55,1,0,32,40,0.320,0.308,202,172,0.233,14,3,7
9,6,33,0,0.713,0.65,0.320,,89.6,26,임훈,93,RF,SK,2011,1985-07-17,0,5,5,34,82,4,0,33,61,0.358,0.355,281,229,0.266,24,3,16
8,4,18,0,0.627,0.11,0.288,,74.3,27,임훈,117,RF,SK,2012,1985-07-17,0,3,5,36,100,7,1,56,84,0.318,0.308,348,314,0.268,26,1,14
1,0,4,0,0.502,-0.40,0.245,,34.2,28,임훈,40,RF,SK,2013,1985-07-17,0,0,0,6,19,4,1,14,18,0.235,0.267,87,81,0.222,5,0,1
13,1,37,2,0.797,1.89,0.370,1.50,112.1,29,임훈,90,RF,SK,2014,1985-07-17,0,9,2,47,108,4,8,61,87,0.390,0.407,330,277,0.314,27,2,6
12,1,26,1,0.709,0.74,0.328,0.29,87.6,30,임훈,88,CF,"SK,LG",2015,1985-07-17,0,3,2,44,87,5,9,44,70,0.345,0.363,296,252,0.278,24,2,7
11,1,19,1,0.774,1.44,0.354,0.84,104.5,30,임훈,55,CF,LG,,1985-07-17,0,2,2,34,71,2,7,31,55,0.388,0.386,215,183,0.301,15,1,5
1,0,7,0,0.536,0.09,0.259,-0.55,43.3,30,임훈,33,CF,SK,,1985-07-17,0,1,0,10,16,3,2,13,15,0.232,0.304,81,69,0.217,9,1,2
4,0,12,1,0.614,-0.29,0.289,-1.30,54.0,31,임훈,60,CF,LG,2016,1985-07-17,0,8,4,20,54,6,2,26,47,0.300,0.314,198,180,0.261,14,0,4
1,0,2,0,0.623,-0.18,0.292,-0.58,62.2,32,임훈,42,RF,LG,2017,1985-07-17,0,1,2,8,25,3,1,16,24,0.305,0.318,85,82,0.293,7,0,0
3,0,3,2,0.593,-0.32,0.256,-0.44,41.5,33,임훈,54,LF,LG,2018,1985-07-17,0,0,0,10,28,3,0,15,19,0.337,0.256,88,83,0.229,7,0,2
0,0,0,0,0.000,-0.11,0.000,,-122.3,26,장민석,9,,히어로즈,2008,1982-05-09,0,1,1,1,0,0,0,2,0,0.000,0.000,4,4,0.000,0,0,0
1,0,1,0,0.471,-0.11,0.213,,7.9,27,장민석,15,LF,히어로즈,2009,1982-05-09,0,5,0,3,6,1,0,5,5,0.240,0.231,27,25,0.200,1,0,1
16,10,41,1,0.715,2.40,0.325,,88.7,28,장민석,119,CF,넥센,2010,1982-05-09,0,41,14,60,162,6,1,74,123,0.372,0.343,493,435,0.283,47,4,12
8,1,16,3,0.603,0.08,0.274,,58.0,29,장민석,84,CF,넥센,2011,1982-05-09,0,11,7,35,83,4,2,54,64,0.313,0.290,297,265,0.242,15,0,14
9,5,40,8,0.665,1.58,0.306,,87.5,30,장민석,116,LF,넥센,2012,1982-05-09,0,32,10,64,145,1,3,67,102,0.350,0.315,475,414,0.246,35,4,14
16,2,35,2,0.620,-0.12,0.291,,65.7,31,장민석,115,LF,넥센,2013,1982-05-09,0,20,11,54,113,4,0,63,87,0.314,0.307,407,360,0.242,30,3,9
4,1,3,0,0.529,-0.32,0.241,-0.63,24.3,32,장민석,45,RF,두산,2014,1982-05-09,0,5,1,16,20,0,1,16,14,0.286,0.243,75,70,0.200,8,0,1
2,0,7,0,0.517,-0.14,0.253,-0.05,36.4,33,장민석,53,RF,두산,2015,1982-05-09,0,0,1,15,12,0,1,13,10,0.226,0.290,63,53,0.189,4,1,1
7,3,16,1,0.592,-0.82,0.271,-1.79,41.8,34,장민석,98,LF,한화,2016,1982-05-09,0,3,3,38,63,3,0,44,47,0.307,0.285,227,205,0.229,16,0,6
9,0,15,1,0.629,-0.55,0.281,-0.93,55.7,35,장민석,88,RF,한화,2017,1982-05-09,0,8,4,38,95,4,0,58,83,0.318,0.311,327,299,0.278,21,1,12
6,0,8,1,0.675,0.39,0.303,,68.4,19,장성우,44,C,롯데,2009,1990-01-17,0,3,0,14,35,8,1,26,26,0.357,0.318,112,98,0.265,12,3,2
4,0,6,1,0.476,-0.35,0.221,,20.0,20,장성우,61,C,롯데,2010,1990-01-17,0,0,1,5,25,0,0,27,18,0.250,0.226,108,100,0.180,7,0,2
0,0,10,0,0.614,0.33,0.309,,82.4,21,장성우,64,C,롯데,2011,1990-01-17,0,0,0,6,16,1,0,17,16,0.258,0.356,73,62,0.258,6,1,0
4,0,12,1,0.721,0.52,0.339,-1.09,88.3,24,장성우,43,C,롯데,2014,1990-01-17,0,0,0,10,30,1,1,19,23,0.357,0.364,99,84,0.274,9,2,0
20,1,46,13,0.771,1.89,0.343,2.06,94.9,25,장성우,133,C,"롯데,kt",2015,1990-01-17,1,1,2,55,184,12,0,85,123,0.425,0.346,491,433,0.284,77,9,3
18,0,41,10,0.765,3.03,0.343,1.71,94.6,25,장성우,111,C,kt,,1990-01-17,1,1,2,51,159,9,0,73,111,0.414,0.351,435,384,0.289,65,8,2
2,1,5,3,0.819,0.33,0.342,0.35,92.9,25,장성우,22,C,롯데,,1990-01-17,0,0,0,4,25,3,0,12,12,0.510,0.309,56,49,0.245,12,1,1
11,1,43,8,0.686,0.34,0.309,-0.58,72.5,27,장성우,118,C,kt,2017,1990-01-17,1,0,4,28,105,13,2,59,68,0.357,0.329,348,294,0.231,46,5,4
13,0,32,13,0.726,0.79,0.320,-1.09,79.1,28,장성우,127,C,KT,2018,1990-01-17,0,1,1,41,144,8,2,82,92,0.404,0.321,393,356,0.258,48,2,1
9,0,21,2,0.571,-0.26,0.273,,69.2,19,장성호,71,1B,해태,1996,1977-10-18,0,0,1,16,54,3,0,35,39,0.286,0.286,211,189,0.206,11,0,1
14,1,13,4,0.662,0.32,0.303,,85.7,20,장성호,103,1B,해태,1997,1977-10-18,0,2,2,36,112,7,4,46,84,0.357,0.305,334,314,0.268,35,0,3
23,1,44,15,0.843,3.71,0.369,,132.6,21,장성호,125,1B,해태,1998,1977-10-18,6,5,0,76,215,12,9,53,145,0.462,0.381,529,465,0.312,49,2,9
32,1,61,24,0.981,5.63,0.425,,152.0,22,장성호,129,LF,해태,1999,1977-10-18,2,5,3,110,272,9,8,71,166,0.561,0.420,559,485,0.342,62,5,0
30,1,88,14,0.925,4.66,0.413,,148.2,23,장성호,115,1B,해태,2000,1977-10-18,4,6,5,90,220,7,3,57,146,0.489,0.436,546,450,0.324,48,3,2
32,4,90,23,0.956,5.16,0.423,,148.3,24,장성호,133,1B,해태/KIA,2001,1977-10-18,5,6,4,86,261,11,6,53,152,0.534,0.422,591,489,0.311,97,3,3
29,0,86,19,0.967,6.02,0.419,,163.1,25,장성호,133,1B,KIA,2002,1977-10-18,14,7,3,82,251,15,9,53,165,0.522,0.445,586,481,0.343,95,8,2
36,2,84,21,0.949,5.58,0.415,,154.2,26,장성호,130,1B,KIA,2003,1977-10-18,7,13,4,93,253,7,3,52,150,0.532,0.417,571,476,0.315,105,5,3
29,0,76,19,0.882,4.24,0.400,,140.8,27,장성호,130,1B,KIA,2004,1977-10-18,5,11,7,78,228,11,7,61,142,0.481,0.401,561,474,0.300,80,4,0
23,1,61,16,0.839,3.37,0.377,,129.8,28,장성호,123,1B,KIA,2005,1977-10-18,10,4,1,70,212,12,3,48,139,0.457,0.382,533,464,0.300,74,4,1
24,2,83,13,0.870,4.95,0.397,,154.8,29,장성호,126,1B,KIA,2006,1977-10-18,10,6,3,62,203,5,3,38,136,0.456,0.413,540,445,0.306,79,6,3
22,0,63,11,0.802,2.94,0.374,,130.8,30,장성호,116,1B,KIA,2007,1977-10-18,3,9,4,55,166,10,3,30,111,0.420,0.382,464,395,0.281,62,3,0
17,1,53,7,0.852,2.79,0.395,,141.3,31,장성호,85,1B,KIA,2008,1977-10-18,6,15,5,39,129,11,3,25,89,0.440,0.412,352,293,0.304,46,3,0
11,3,40,7,0.803,1.54,0.368,,112.1,32,장성호,88,LF,KIA,2009,1977-10-18,0,7,5,39,115,8,1,42,77,0.424,0.378,312,271,0.284,39,0,0
8,0,35,4,0.673,0.06,0.317,,83.7,33,장성호,74,1B,한화,2010,1977-10-18,1,0,2,34,78,9,2,35,58,0.329,0.344,279,237,0.245,29,2,3
13,0,81,8,0.717,1.41,0.347,,108.1,34,장성호,116,1B,한화,2011,1977-10-18,2,0,6,53,132,9,4,66,95,0.338,0.379,478,390,0.244,37,0,3
28,0,67,9,0.756,2.50,0.358,,123.2,35,장성호,130,1B,한화,2012,1977-10-18,1,2,3,57,168,11,2,63,113,0.392,0.364,501,429,0.263,52,2,1
10,1,35,4,0.729,0.71,0.345,,101.7,36,장성호,83,1B,롯데,2013,1977-10-18,4,0,1,21,88,5,2,36,64,0.365,0.363,278,241,0.266,27,0,0
0,0,3,0,0.600,0.02,0.372,0.11,103.4,37,장성호,5,,롯데,2014,1977-10-18,1,0,0,0,0,1,0,0,0,0.000,0.600,5,2,0.000,0,0,0
4,0,17,1,0.804,0.35,0.381,0.11,118.4,38,장성호,49,DH,kt,2015,1977-10-18,0,1,0,11,36,3,2,15,29,0.383,0.421,114,94,0.309,16,1,0
0,0,1,0,0.813,0.08,0.333,-0.13,88.9,24,장승현,20,C,두산,2018,1994-03-07,0,0,0,2,5,2,0,2,5,0.385,0.429,16,13,0.385,1,0,2
0,0,0,0,0.552,-0.27,0.241,-0.24,29.3,22,장시윤,17,3B,넥센,2015,1993-09-23,0,0,1,2,8,1,0,9,8,0.276,0.276,31,29,0.276,2,0,2
0,0,3,0,0.629,0.07,0.350,-0.14,92.7,23,장시윤,9,2B,넥센,2016,1993-09-23,0,0,0,3,2,1,1,2,2,0.200,0.429,14,10,0.200,0,0,0
0,0,0,0,0.000,-0.05,0.000,-0.03,-130.7,25,장시윤,8,3B,LG,2018,1993-09-23,0,0,0,2,0,0,0,0,0,0.000,0.000,2,2,0.000,0,0,0
0,0,3,2,0.653,-0.07,0.298,,65.2,19,장영석,16,1B,히어로즈,2009,1990-05-14,0,0,0,2,12,1,2,14,6,0.364,0.290,38,33,0.182,4,0,0
6,0,12,5,0.715,0.17,0.324,,88.0,20,장영석,64,1B,넥센,2010,1990-05-14,1,0,0,16,53,3,9,45,32,0.384,0.331,163,138,0.232,19,1,3
2,1,5,0,0.492,-0.21,0.242,,35.9,21,장영석,35,3B,넥센,2011,1990-05-14,0,0,0,7,18,2,4,22,14,0.231,0.261,89,78,0.179,7,1,1
0,0,1,0,0.077,-0.22,0.055,,-88.4,22,장영석,7,3B,넥센,2012,1990-05-14,0,0,0,0,0,1,0,3,0,0.000,0.077,13,12,0.000,0,0,0
0,0,0,0,0.250,-0.16,0.117,-0.17,-54.1,25,장영석,6,3B,넥센,2015,1990-05-14,0,0,0,0,1,1,0,2,1,0.125,0.125,8,8,0.125,0,0,0
2,0,7,0,0.633,0.02,0.321,0.14,73.6,26,장영석,23,1B,넥센,2016,1990-05-14,0,0,1,6,7,1,0,10,5,0.269,0.364,33,26,0.192,3,0,0
14,0,17,12,0.896,1.27,0.386,1.09,128.2,27,장영석,60,1B,넥센,2017,1990-05-14,0,0,0,30,100,4,9,50,50,0.538,0.359,212,186,0.269,38,0,0
15,0,23,7,0.720,0.16,0.317,-0.60,79.8,28,장영석,93,1B,넥센,2018,1990-05-14,0,1,0,24,80,2,2,61,44,0.408,0.312,221,196,0.224,25,0,0
0,0,1,0,0.439,-0.16,0.208,-0.45,4.7,20,장준원,20,SS,LG,2015,1995-11-21,0,0,0,2,5,0,0,8,5,0.208,0.231,26,24,0.208,1,1,0
0,0,2,0,0.277,-0.13,0.162,-0.04,-27.7,21,장준원,14,SS,LG,2016,1995-11-21,0,0,0,2,1,0,0,3,1,0.077,0.200,15,13,0.077,0,0,0
0,0,0,0,0.000,-0.12,0.000,0.01,-132.7,22,장준원,8,SS,LG,2017,1995-11-21,0,0,0,0,0,0,0,1,0,0.000,0.000,5,5,0.000,0,0,0
4,1,4,0,0.670,-0.20,0.304,0.03,69.2,25,장진혁,50,LF,한화,2018,1993-09-30,0,1,2,9,15,0,2,11,9,0.357,0.313,48,42,0.214,2,0,0
1,0,0,0,0.875,-0.00,0.385,-0.06,125.2,19,전민재,12,3B,두산,2018,1999-06-30,0,0,0,2,4,1,0,2,3,0.500,0.375,8,8,0.375,3,0,0
7,0,9,3,1.048,1.02,0.447,0.75,163.5,26,전병우,27,3B,롯데,2018,1992-10-24,0,3,0,18,40,1,1,24,24,0.606,0.442,77,66,0.364,13,1,0
3,0,5,0,0.429,-0.28,0.218,,18.5,22,전준우,15,DH,롯데,2008,1986-02-25,0,0,0,3,6,1,0,9,3,0.200,0.229,35,30,0.100,3,0,0
3,0,5,2,0.661,0.08,0.297,,64.0,23,전준우,26,CF,롯데,2009,1986-02-25,0,1,0,12,22,1,1,16,13,0.373,0.288,66,59,0.220,9,1,0
14,2,26,19,0.850,3.14,0.372,,120.2,24,전준우,114,CF,롯데,2010,1986-02-25,0,16,7,56,176,7,8,89,101,0.503,0.347,394,350,0.289,57,5,5
38,5,50,11,0.816,5.43,0.375,,126.6,25,전준우,133,CF,롯데,2011,1986-02-25,4,23,9,97,243,14,7,101,162,0.451,0.366,601,539,0.301,64,3,2
22,4,45,7,0.691,2.99,0.324,,100.1,26,전준우,122,CF,롯데,2012,1986-02-25,0,21,8,63,167,16,7,103,116,0.364,0.327,520,459,0.253,38,3,6
25,1,65,7,0.747,3.31,0.352,,106.6,27,전준우,128,CF,롯데,2013,1986-02-25,0,19,8,65,173,15,5,77,125,0.380,0.367,537,455,0.275,66,7,5
23,2,34,14,0.814,2.24,0.357,1.37,97.8,28,전준우,113,CF,롯데,2014,1986-02-25,0,7,4,69,190,10,9,71,121,0.458,0.356,470,415,0.292,66,3,9
7,0,7,2,0.723,0.19,0.333,0.10,83.0,30,전준우,25,CF,롯데,2016,1986-02-25,0,3,3,16,38,4,6,25,25,0.384,0.339,113,99,0.253,10,0,1
27,1,30,18,0.874,3.35,0.381,2.40,120.4,31,전준우,110,CF,롯데,2017,1986-02-25,2,2,4,76,229,11,7,70,146,0.503,0.370,496,455,0.321,69,2,2
36,2,48,33,0.991,5.67,0.421,5.45,146.3,32,전준우,144,LF,롯데,2018,1986-02-25,1,7,7,118,329,12,7,82,190,0.592,0.400,614,556,0.342,90,2,1
1,0,8,0,0.528,-0.03,0.283,,67.0,19,전현태,21,,한화,2005,1986-07-09,0,0,1,3,5,1,0,13,4,0.185,0.343,35,27,0.148,0,0,0
0,0,0,0,0.000,0.02,0.000,,,21,전현태,2,3B,한화,2007,1986-07-09,0,0,0,0,0,0,0,3,0,0.000,0.000,3,3,0.000,0,0,0
3,0,26,5,0.638,0.11,0.300,,72.5,24,전현태,100,1B,한화,2010,1986-07-09,0,25,8,34,50,0,0,52,32,0.321,0.317,185,156,0.205,21,1,2
1,0,13,2,0.619,0.18,0.295,,72.6,25,전현태,78,2B,한화,2011,1986-07-09,1,7,4,26,20,0,2,27,13,0.290,0.329,87,69,0.188,11,1,2
0,0,1,0,0.200,-0.04,0.120,,-40.4,26,전현태,2,2B,한화,2012,1986-07-09,0,1,0,1,0,0,0,1,0,0.000,0.200,6,4,0.000,0,0,1
1,1,4,1,0.615,0.06,0.293,,67.1,27,전현태,21,2B,한화,2013,1986-07-09,0,0,0,4,11,0,2,14,5,0.333,0.282,39,33,0.152,3,0,0
0,0,0,0,0.200,-0.16,0.094,-0.20,-75.0,28,전현태,10,,한화,2014,1986-07-09,0,0,0,2,1,0,0,3,1,0.100,0.100,10,10,0.100,0,0,0
0,0,0,0,0.000,-0.05,0.000,-0.08,-132.4,29,전현태,2,,KIA,2015,1986-07-09,0,0,0,0,0,0,0,1,0,0.000,0.000,2,2,0.000,0,0,0
2,1,9,1,0.593,-0.23,0.264,-1.42,44.1,24,정경운,46,SS,한화,2017,1993-08-09,0,2,0,8,32,2,0,24,25,0.302,0.291,121,106,0.236,7,2,4
0,0,0,0,0.129,-0.32,0.057,-0.42,-92.5,25,정경운,22,2B,한화,2018,1993-08-09,0,0,0,1,1,1,0,7,1,0.067,0.063,16,15,0.067,2,1,0
2,0,4,0,0.471,-0.50,0.214,,16.2,23,정근우,52,3B,SK,2005,1982-10-02,0,4,2,11,19,3,4,13,17,0.216,0.255,106,88,0.193,5,2,8
19,4,36,8,0.744,4.21,0.337,,113.0,24,정근우,120,2B,SK,2006,1982-10-02,1,45,10,69,173,3,4,60,122,0.402,0.342,487,430,0.284,42,4,13
24,2,35,9,0.879,4.88,0.398,,149.1,25,정근우,111,SS,SK,2007,1982-10-02,0,24,10,62,165,6,6,44,110,0.484,0.395,391,341,0.323,44,0,9
20,4,46,8,0.793,4.57,0.367,,122.6,26,정근우,124,2B,SK,2008,1982-10-02,1,40,20,73,206,9,3,53,154,0.420,0.373,550,491,0.314,58,4,6
29,4,67,9,0.920,6.86,0.417,,145.9,27,정근우,127,2B,SK,2009,1982-10-02,1,53,13,98,232,8,11,55,168,0.483,0.437,565,480,0.350,59,5,2
25,2,47,2,0.753,3.05,0.338,,97.6,28,정근우,128,2B,SK,2010,1982-10-02,5,33,13,75,183,9,8,51,148,0.377,0.375,563,485,0.305,48,1,22
19,0,38,6,0.804,2.96,0.362,,118.4,29,정근우,90,2B,SK,2011,1982-10-02,2,20,9,60,137,10,4,37,100,0.420,0.384,385,326,0.307,40,2,15
13,4,47,8,0.701,2.93,0.325,,100.5,30,정근우,127,2B,SK,2012,1982-10-02,3,22,12,53,169,10,6,33,124,0.362,0.339,534,467,0.266,46,2,12
19,3,50,9,0.776,3.20,0.353,,107.5,31,정근우,112,2B,SK,2013,1982-10-02,6,28,11,64,166,6,7,48,114,0.408,0.368,476,407,0.280,35,1,11
28,5,66,6,0.807,3.67,0.369,2.34,101.7,32,정근우,125,2B,한화,2014,1982-10-02,0,32,3,91,193,11,9,56,137,0.416,0.391,549,464,0.295,44,3,7
30,2,61,12,0.868,4.91,0.384,4.05,119.2,33,정근우,126,2B,한화,2015,1982-10-02,1,21,6,99,218,14,8,66,148,0.466,0.403,552,468,0.316,66,2,13
31,2,60,18,0.845,4.37,0.381,3.71,112.5,34,정근우,138,2B,한화,2016,1982-10-02,2,22,6,121,267,14,9,58,178,0.464,0.381,650,575,0.310,88,5,1
22,0,32,11,0.863,3.08,0.379,1.72,120.1,35,정근우,105,2B,한화,2017,1982-10-02,3,6,6,73,184,12,10,48,129,0.471,0.392,442,391,0.330,46,3,5
24,1,39,11,0.839,1.64,0.369,2.90,111.8,36,정근우,102,2B,한화,2018,1982-10-02,1,6,5,63,173,12,7,43,114,0.461,0.377,425,375,0.304,57,3,1
0,0,0,0,0.000,-0.02,0.000,,-120.5,19,정범모,4,C,한화,2006,1987-03-26,0,0,0,0,0,0,0,0,0,0.000,0.000,1,1,0.000,0,0,0
0,0,0,1,1.400,0.15,0.616,,296.5,20,정범모,3,C,한화,2007,1987-03-26,0,0,0,1,5,0,0,1,2,1.000,0.400,5,5,0.400,2,0,0
0,0,1,0,0.650,-0.01,0.336,,101.1,21,정범모,3,C,한화,2008,1987-03-26,0,0,1,1,1,0,0,1,1,0.250,0.400,5,4,0.250,0,0,0
10,0,13,3,0.526,-0.01,0.241,,43.2,25,정범모,72,C,한화,2012,1987-03-26,0,7,5,17,49,6,1,55,30,0.288,0.238,192,170,0.176,13,1,7
12,0,15,1,0.644,0.59,0.294,,67.3,26,정범모,88,C,한화,2013,1987-03-26,0,2,1,14,59,2,2,43,44,0.331,0.313,205,178,0.247,17,0,9
10,0,17,6,0.717,0.54,0.314,-0.26,66.9,27,정범모,85,C,한화,2014,1987-03-26,0,1,0,18,75,8,1,39,47,0.403,0.314,212,186,0.253,23,3,5
2,0,9,0,0.371,-1.25,0.177,-1.10,-16.3,28,정범모,51,C,한화,2015,1987-03-26,0,1,2,3,15,0,1,23,13,0.156,0.215,114,96,0.135,10,1,7
0,0,0,0,0.000,-0.10,0.000,-0.00,-133.8,29,정범모,5,C,한화,2016,1987-03-26,0,0,0,0,0,0,0,3,0,0.000,0.000,4,4,0.000,0,0,0
2,0,5,1,0.705,0.16,0.310,0.02,73.7,30,정범모,22,C,한화,2017,1987-03-26,0,0,0,5,16,0,0,15,11,0.372,0.333,50,43,0.256,3,0,2
9,0,15,4,0.540,-0.65,0.237,-1.49,26.1,31,정범모,103,C,NC,2018,1987-03-26,0,1,0,20,55,4,4,62,34,0.289,0.250,219,190,0.179,18,3,7
0,1,0,0,0.500,-0.07,0.227,,25.3,23,정병곤,11,3B,LG,2011,1988-03-23,0,0,0,1,6,0,0,7,4,0.300,0.200,20,20,0.200,2,0,0
1,0,3,0,0.487,-0.33,0.222,,17.9,25,정병곤,54,2B,삼성,2013,1988-03-23,0,0,0,12,14,2,1,15,13,0.230,0.258,71,61,0.213,5,1,5
0,0,4,2,0.572,-0.11,0.259,0.08,40.7,29,정병곤,74,SS,삼성,2017,1988-03-23,0,1,0,16,22,3,2,21,16,0.297,0.275,82,74,0.216,7,0,2
0,0,0,0,0.129,-0.33,0.057,-0.28,-92.2,30,정병곤,6,SS,삼성,2018,1988-03-23,0,0,0,1,1,1,0,5,1,0.067,0.063,16,15,0.067,2,1,0
0,0,1,0,0.250,-0.03,0.179,,-11.7,23,정보명,2,,롯데,2003,1980-08-23,0,0,0,1,0,1,0,2,0,0.000,0.250,4,3,0.000,0,0,0
4,0,4,2,0.587,0.01,0.267,,61.4,26,정보명,66,3B,롯데,2006,1980-08-23,0,0,2,15,50,5,3,30,40,0.309,0.278,176,162,0.247,18,0,7
24,3,30,2,0.710,2.39,0.330,,99.9,27,정보명,119,3B,롯데,2007,1980-08-23,0,5,1,40,147,12,4,75,111,0.373,0.336,436,394,0.282,45,3,5
18,1,21,3,0.725,0.55,0.343,,105.4,28,정보명,96,DH,롯데,2008,1980-08-23,0,4,7,30,108,9,10,57,79,0.379,0.346,319,285,0.277,26,2,1
12,1,22,2,0.758,0.58,0.344,,95.8,29,정보명,86,LF,롯데,2009,1980-08-23,0,2,3,15,80,5,2,40,60,0.394,0.364,234,203,0.296,34,4,3
5,1,8,0,0.735,0.25,0.338,,97.3,30,정보명,30,LF,롯데,2010,1980-08-23,0,0,1,6,29,1,0,15,22,0.382,0.353,86,76,0.289,9,1,1
2,0,1,0,0.472,-0.09,0.231,,29.7,31,정보명,10,LF,롯데,2011,1980-08-23,0,0,0,2,4,0,1,6,2,0.250,0.222,18,16,0.125,3,0,0
0,0,3,0,0.397,-0.28,0.204,,15.7,32,정보명,18,DH,롯데,2012,1980-08-23,0,0,0,2,5,0,0,9,5,0.161,0.235,34,31,0.161,2,0,0
1,0,4,0,0.515,-0.10,0.269,,50.7,33,정보명,12,DH,롯데,2013,1980-08-23,0,0,0,1,4,3,0,2,3,0.211,0.304,23,19,0.158,0,0,0
0,0,0,0,0.500,-0.01,0.239,,34.1,20,정상교,7,SS,KIA,2011,1991-10-01,0,0,0,0,1,0,0,0,1,0.250,0.250,4,4,0.250,0,0,0
0,0,0,0,0.000,-0.02,0.000,,-130.4,21,정상교,5,SS,KIA,2012,1991-10-01,0,0,0,0,0,0,0,0,0,0.000,0.000,1,1,0.000,0,0,0
6,0,4,0,0.727,0.27,0.334,,89.5,19,정상호,44,C,SK,2001,1982-12-24,0,0,0,8,18,1,0,16,12,0.400,0.327,49,45,0.267,8,0,0
0,0,0,0,0.394,-0.24,0.184,,-2.0,20,정상호,28,C,SK,2002,1982-12-24,0,0,0,1,7,0,2,12,7,0.179,0.214,43,39,0.179,4,1,1
4,1,3,0,0.637,0.03,0.260,,44.7,21,정상호,21,C,SK,2003,1982-12-24,0,0,0,5,14,0,0,11,8,0.368,0.268,45,38,0.211,2,0,4
4,0,6,2,0.604,0.27,0.281,,64.6,25,정상호,66,C,SK,2007,1982-12-24,0,1,0,7,28,1,0,25,18,0.337,0.267,90,83,0.217,12,1,0
8,0,12,6,0.675,0.80,0.307,,80.8,26,정상호,81,C,SK,2008,1982-12-24,0,0,1,21,66,5,2,49,40,0.386,0.289,190,171,0.234,23,2,3
15,0,29,12,0.846,2.28,0.365,,110.4,27,정상호,101,C,SK,2009,1982-12-24,0,0,4,37,127,10,6,66,76,0.481,0.365,312,264,0.288,49,5,8
4,0,2,6,1.041,1.02,0.448,,171.5,28,정상호,35,C,SK,2010,1982-12-24,0,0,0,14,42,2,2,19,20,0.677,0.364,66,62,0.323,14,0,0
19,0,22,11,0.716,2.40,0.329,,95.9,29,정상호,112,C,SK,2011,1982-12-24,1,0,2,40,147,10,8,96,95,0.402,0.314,401,366,0.260,50,2,3
12,0,15,4,0.640,0.67,0.288,,74.3,30,정상호,78,C,SK,2012,1982-12-24,1,0,2,13,62,3,4,61,38,0.352,0.288,206,176,0.216,24,3,8
